route_id,service_id,trip_id,trip_headsign,trip_short_name
IC,2023-05-25,2023-05-25_68101-0,Kołobrzeg,68101 Bosman
IC,2023-05-25,2023-05-25_68103-2,Słupsk,68102 Szkuner
EIC,2023-05-25,2023-05-25_71000-1,Warszawa Gdańska,249 Berlin-Warszawa-Express
EIC,2023-05-25,2023-05-25_71002-3,Warszawa Gdańska,247 Berlin-Warszawa-Express
EIC,2023-05-25,2023-05-25_71004-5,Warszawa Gdańska,49 Berlin-Warszawa-Express
EIC,2023-05-25,2023-05-25_71008-9,Warszawa Gdańska,45 Berlin-Warszawa-Express
EIC,2023-05-25,2023-05-25_71010-1,Warszawa Gdańska,41 Berlin-Warszawa-Express
IC,2023-05-25,2023-05-25_71101-0,Warszawa Gdańska,71100 Dionizos
IC,2023-05-25,2023-05-25_71103-2,Warszawa Gdańska,71102 Zielonogórzanin
IC,2023-05-25,2023-05-25_71104-5,Warszawa Gdańska,71104 Warta
IC,2023-05-25,2023-05-25_7201-0,Lublin Główny,7200 Hetman
IC,2023-05-25,2023-05-25_72101-0,Lublin Główny,72100 Lubuszanin
IC,2023-05-25,2023-05-25_7300-1,Przemyśl Główny,7300 Ślązak
IC,2023-05-25,2023-05-25_73000-1,Przemyśl Główny,57 Wawel
TLK,2023-05-25,2023-05-25_73100-1,Kraków Główny,73100 Pułaski
IC,2023-05-25,2023-05-25_73102-3,Kraków Główny,73102 Wybicki
IC,2023-05-25,2023-05-25_73104-5,Przemyśl Główny,73104 Mehoffer
IC,2023-05-25,2023-05-25_7320-1,Kraków Główny,7320 Cegielski
IC,2023-05-25,2023-05-25_7322-3,Kraków Główny,7322 Barbakan
IC,2023-05-25,2023-05-25_74010-1,Bohumin,60457 Nightjet
TLK,2023-05-25,2023-05-25_74100,Katowice,74100 Spodek
IC,2023-05-25,2023-05-25_7500-1,Gdynia Główna,7500 Bałtyk
IC,2023-05-25,2023-05-25_75000-1,Gdynia Główna,59 Gedania
IC,2023-05-25,2023-05-25_75101-0,Olsztyn Główny,75100 Ukiel
IC,2023-05-25,2023-05-25_75102-3,Olsztyn Główny,75102 Drwęca
IC,2023-05-25,2023-05-25_75105-4,Gdynia Główna,75104 Bachus
IC,2023-05-25,2023-05-25_75106-7,Gdynia Główna,75106 Lednica
IC,2023-05-25,2023-05-25_75109-8,Gdynia Główna,75108 Stoczniowiec
IC,2023-05-25,2023-05-25_78101,Gorzów Wielkopolski,78101 Dionizos
IC,2023-05-25,2023-05-25_78103,Gorzów Wielkopolski,78103 Lubuszanin
IC,2023-05-25,2023-05-25_78173-2,Ustka,78172 Przemyślanin
IC,2023-05-25,2023-05-25_80104,Piła Główna,80104 Zamoyski
EIC,2023-05-25,2023-05-25_8100-1,Warszawa Wschodnia,8100 Chrobry
IC,2023-05-25,2023-05-25_81100-1,Warszawa Gdańska,81100 Gałczyński
IC,2023-05-25,2023-05-25_81102-3,Suwałki,81102 Podlasiak
IC,2023-05-25,2023-05-25_81104-5,Białystok,81104 Rybak
IC,2023-05-25,2023-05-25_81106-7,Warszawa Gdańska,81106 Mewa
IC,2023-05-25,2023-05-25_81108-9,Łódź Fabryczna,81108 Włókniarz
IC,2023-05-25,2023-05-25_81110-1,Warszawa Gdańska,81110 Noteć
IC,2023-05-25,2023-05-25_81114-5,Łódź Fabryczna,81114 Pobrzeże
TLK,2023-05-25,2023-05-25_81170-1,Warszawa Gdańska,81170 Uznam
TLK,2023-05-25,2023-05-25_82100-1,Lublin Główny,82100 Staszic
TLK,2023-05-25,2023-05-25_82102-3,Lublin Główny,82102 Wyczółkowski
IC,2023-05-25,2023-05-25_82104-5,Hrubieszów Miasto,82104 Zamoyski
EIP,2023-05-25,2023-05-25_8300-1,Kraków Główny,8300
IC,2023-05-25,2023-05-25_8304-5,Przemyśl Główny,8304 Matejko
IC,2023-05-25,2023-05-25_8306-7,Kraków Główny,8306 Malczewski
IC,2023-05-25,2023-05-25_83100-1,Rzeszów Główny,83100 Górski
IC,2023-05-25,2023-05-25_83102-3,Kraków Główny,83102 Osterwa
IC,2023-05-25,2023-05-25_83104-5,Kraków Główny,83104 Chełmoński
IC,2023-05-25,2023-05-25_83106-7,Kraków Główny,83106 Zefir
TLK,2023-05-25,2023-05-25_83170-1,Kraków Główny,83170 Ustronie
IC,2023-05-25,2023-05-25_83172-3,Przemyśl Główny,83172 Przemyślanin
IC,2023-05-25,2023-05-25_84101-0,Katowice,84100 Gwarek
IC,2023-05-25,2023-05-25_84103-2,Bielsko-Biała Główna,84102 Szyndzielnia
IC,2023-05-25,2023-05-25_85100-1,Gdańsk Główny,85100 Albatros
IC,2023-05-25,2023-05-25_85102-3,Olsztyn Główny,85102 Żuławy
IC,2023-05-25,2023-05-25_85104-5,Olsztyn Główny,85104 Bryza
IC,2023-05-25,2023-05-25_85106-7,Olsztyn Główny,85106 Gryf
IC,2023-05-25,2023-05-25_85108-9,Olsztyn Główny,85108 Stańczyk
TLK,2023-05-25,2023-05-25_85110-1,Gdynia Główna,85110 Bory Tucholskie
IC,2023-05-25,2023-05-25_86100-1,Wrocław Główny,86100 Bosman
IC,2023-05-25,2023-05-25_86103-2,Wrocław Główny,86102 Szkuner
IC,2023-05-25,2023-05-25_87100,Zbąszynek,87100 Dionizos
IC,2023-05-25,2023-05-25_87102,Zbąszynek,87102 Lubuszanin
IC,2023-05-25,2023-05-25_87173-2,Poznań Główny,87172 Przemyślanin
IC,2023-05-25,2023-05-25_88105,Gorzów Wielkopolski,88105 Zamoyski
IC,2023-05-25,2023-05-25_9103-2,Warszawa Gdańska,9102 Łęcka
IC,2023-05-25,2023-05-25_9105-4,Warszawa Gdańska,9104 Prząśniczka
IC,2023-05-25,2023-05-25_9109-8,Warszawa Główna,9108 Jagna
IC,2023-05-25,2023-05-25_91101-0,Warszawa Gdańska,91100 Łodzianin
IC,2023-05-25,2023-05-25_9111-0,Warszawa Główna,9110 Tuwim
IC,2023-05-25,2023-05-25_9112-3,Warszawa Wschodnia,9112 Soplica
IC,2023-05-25,2023-05-25_91131-0,Warszawa Wschodnia,91130 Zosia
IC,2023-05-25,2023-05-25_91133-2,Warszawa Wschodnia,91132 Korczak
ZKA IC,2023-05-25,2023-05-25_9900,Warszawa Centralna,ZKA 608 Pilecki
ZKA IC,2023-05-25,2023-05-25_9902,Warszawa Centralna,ZKA 607 Pilecki
ZKA IC,2023-05-25,2023-05-25_9905,Białystok,ZKA 610 Narew
ZKA IC,2023-05-25,2023-05-25_9906-7,Piotrków Trybunalski,ZKA 800 Barbakan
ZKA IC,2023-05-25,2023-05-25_9908-9,Piotrków Trybunalski,ZKA 802 Kazimierz
ZKA IC,2023-05-25,2023-05-25_9910-1,Piotrków Trybunalski,ZKA 804 Witkacy
ZKA IC,2023-05-25,2023-05-25_9912-3,Piotrków Trybunalski,ZKA 806 Witkacy
ZKA IC,2023-05-25,2023-05-25_9914-5,Tomaszów Mazowiecki,ZKA 809 Cegielski
ZKA IC,2023-05-25,2023-05-25_9916-7,Piotrków Trybunalski,ZKA 812 Barbakan
IC,2023-05-26,2023-05-26_1002-3,Białystok,1002 Zamenhof
TLK,2023-05-26,2023-05-26_10100-1,Białystok,10100 Żubr
TLK,2023-05-26,2023-05-26_10110-1,Warszawa Wschodnia,10110 Żubr
IC,2023-05-26,2023-05-26_1100-1,Łódź Fabryczna,1100 Narew
IC,2023-05-26,2023-05-26_1102-3,Warszawa Centralna,1102 Zamenhof
ZKA IC,2023-05-26,2023-05-26_1105,Białystok,ZKA 609 Narew
ZKA IC,2023-05-26,2023-05-26_1108-9,Tomaszów Mazowiecki,ZKA 801 Barbakan
ZKA IC,2023-05-26,2023-05-26_1110-1,Tomaszów Mazowiecki,ZKA 803 Kazimierz
IC,2023-05-26,2023-05-26_11100-1,Terespol,11100 Skaryna
IC,2023-05-26,2023-05-26_11102-3,Terespol,11102 Mickiewicz
IC,2023-05-26,2023-05-26_11104-5,Terespol,11104 Starzyński
IC,2023-05-26,2023-05-26_11106-7,Terespol,11106 Niemcewicz
IC,2023-05-26,2023-05-26_11110-1,Warszawa Wschodnia,11110 Skaryna
IC,2023-05-26,2023-05-26_11112-3,Warszawa Wschodnia,11112 Mickiewicz
IC,2023-05-26,2023-05-26_11114-5,Warszawa Wschodnia,11114 Starzyński
IC,2023-05-26,2023-05-26_11116-7,Warszawa Zachodnia,11116 Niemcewicz
ZKA IC,2023-05-26,2023-05-26_1112-3,Tomaszów Mazowiecki,ZKA 805 Cegielski
ZKA IC,2023-05-26,2023-05-26_1114-5,Piotrków Trybunalski,ZKA 808 Cegielski
ZKA IC,2023-05-26,2023-05-26_1116-7,Tomaszów Mazowiecki,ZKA 811 Kazimierz
IC,2023-05-26,2023-05-26_1200-1,Lublin Główny,1200 Czartoryski
IC,2023-05-26,2023-05-26_12010-1,Jagodin,12010 Kiev Express
IC,2023-05-26,2023-05-26_1207-6,Lublin Główny,1206 Rubinstein
IC,2023-05-26,2023-05-26_12100-1,Chełm,12100 Chełmianin
TLK,2023-05-26,2023-05-26_12110-1,Kielce,12110 Nida
TLK,2023-05-26,2023-05-26_12120-1,Lublin Główny,12120 Inka
TLK,2023-05-26,2023-05-26_12122-3,Lublin Główny,12122 Czechowicz
IC,2023-05-26,2023-05-26_13000-1,Kraków Główny,143 Hańcza
EIP,2023-05-26,2023-05-26_1302-3,Kraków Główny,1302
EIP,2023-05-26,2023-05-26_1304-5,Kraków Główny,1304
EIP,2023-05-26,2023-05-26_1306-7,Kraków Główny,1306
IC,2023-05-26,2023-05-26_13100-1,Przemyśl Główny,13100 Malinowski
IC,2023-05-26,2023-05-26_13102-3,Kraków Główny,13102 Marszałek Piłsudski
IC,2023-05-26,2023-05-26_13104-5,Przemyśl Główny,13104 Witos
IC,2023-05-26,2023-05-26_13106-7,Przemyśl Główny,13106 San
IC,2023-05-26,2023-05-26_13108-9,Kraków Główny,13108 Reymont
IC,2023-05-26,2023-05-26_13110-1,Kraków Główny,13110 Kinga
IC,2023-05-26,2023-05-26_13112-3_0,Zakopane,13112 Karłowicz
ZKA IC,2023-05-26,2023-05-26_13112-3_1,Zakopane,13112 Karłowicz
EIP,2023-05-26,2023-05-26_1312-3,Kraków Główny,1312
IC,2023-05-26,2023-05-26_14000-1,Bohumin,116 Silesia
IC,2023-05-26,2023-05-26_14002-3,Petrovice U Karvine,103 Polonia
IC,2023-05-26,2023-05-26_14004-5,Bohumin,131 Batory
IC,2023-05-26,2023-05-26_14006-7,Bohumin,112 Silesia
IC,2023-05-26,2023-05-26_14008-9,Bohumin Vrbice,110 Silesia
IC,2023-05-26,2023-05-26_14010-1,Bohumin,407 Chopin
EIC,2023-05-26,2023-05-26_1410-1,Bielsko-Biała Główna,1410 Ondraszek
TLK,2023-05-26,2023-05-26_14100-1,Katowice,14100 Chemik
IC,2023-05-26,2023-05-26_1420-1,Bielsko-Biała Główna,1420 Daszyński
IC,2023-05-26,2023-05-26_1422-3,Bielsko-Biała Główna,1422 Pilecki
EIP,2023-05-26,2023-05-26_1500-1,Gdynia Główna,1500
EIP,2023-05-26,2023-05-26_1502-3,Gdynia Główna,1502
IC,2023-05-26,2023-05-26_1510-1,Gdynia Główna,1510 Słowiniec
TLK,2023-05-26,2023-05-26_15102-3,Gdynia Główna,15102 Biebrza
IC,2023-05-26,2023-05-26_1512-3,Gdynia Główna,1512 Wybrzeże
IC,2023-05-26,2023-05-26_1520-1,Olsztyn Główny,1520 Warmia
IC,2023-05-26,2023-05-26_1522-3,Olsztyn Główny,1522 Mazury
IC,2023-05-26,2023-05-26_1524-5,Bydgoszcz Główna,1524 Kopernik
IC,2023-05-26,2023-05-26_1527,Bydgoszcz Główna,1526 Moniuszko
IC,2023-05-26,2023-05-26_1528-9,Bydgoszcz Główna,1528 Rejewski
IC,2023-05-26,2023-05-26_1530-1,Bydgoszcz Główna,1530 Brda
IC,2023-05-26,2023-05-26_1532-3,Gdynia Główna,1532 Kociewie
EIP,2023-05-26,2023-05-26_1600-1,Wrocław Główny,1600
EIP,2023-05-26,2023-05-26_1602-3,Wrocław Główny,1602
TLK,2023-05-26,2023-05-26_16100-1,Jelenia Góra,16100 Orzeszkowa
IC,2023-05-26,2023-05-26_16102-3,Wrocław Główny,16102 Dąbrowska
IC,2023-05-26,2023-05-26_16104-5,Wrocław Główny,16104 Nałkowska
TLK,2023-05-26,2023-05-26_16170-1,Jelenia Góra,16170 Karkonosze
IC,2023-05-26,2023-05-26_1620-1,Wrocław Główny,1620 Asnyk
IC,2023-05-26,2023-05-26_1624-5,Wrocław Główny,1624 Fredro
IC,2023-05-26,2023-05-26_1626-7,Zgorzelec,1626 Łużyce
IC,2023-05-26,2023-05-26_1628-9,Wrocław Główny,1628 Oleńka
EIC,2023-05-26,2023-05-26_17000-1,Frankfurt (Oder),248 Berlin-Warszawa-Express
EIC,2023-05-26,2023-05-26_17002-3,Frankfurt (Oder),246 Berlin-Warszawa-Express
EIC,2023-05-26,2023-05-26_17004-5,Frankfurt (Oder),48 Berlin-Warszawa-Express
EIC,2023-05-26,2023-05-26_17008-9,Frankfurt (Oder),44 Berlin-Warszawa-Express
EIC,2023-05-26,2023-05-26_17010-1,Frankfurt (Oder),40 Berlin-Warszawa-Express
IC,2023-05-26,2023-05-26_17100-1,Zielona Góra Główna,17101 Dionizos
IC,2023-05-26,2023-05-26_17102-3,Zielona Góra Główna,17102 Zielonogórzanin
IC,2023-05-26,2023-05-26_17104-5,Poznań Główny,17104 Warta
EIC,2023-05-26,2023-05-26_1800-1,Szczecin Główny,1800 Chrobry
IC,2023-05-26,2023-05-26_18100-1,Szczecin Główny,18100 Gałczyński
IC,2023-05-26,2023-05-26_18102-3,Świnoujście,18102 Podlasiak
IC,2023-05-26,2023-05-26_18105-4,Szczecin Główny,18104 Rybak
IC,2023-05-26,2023-05-26_18106-7,Świnoujście,18106 Mewa
IC,2023-05-26,2023-05-26_18108-9,Poznań Główny,18108 Włókniarz
IC,2023-05-26,2023-05-26_18110-1,Piła Główna,18110 Noteć
IC,2023-05-26,2023-05-26_18115-4,Kołobrzeg,18114 Pobrzeże
IC,2023-05-26,2023-05-26_18151-0,Kołobrzeg,18150 Słupia
TLK,2023-05-26,2023-05-26_18170-1,Świnoujście,18170 Uznam
IC,2023-05-26,2023-05-26_1900-1,Łódź Fabryczna,1900 Boryna
IC,2023-05-26,2023-05-26_1902-3,Łódź Fabryczna,1902 Łęcka
IC,2023-05-26,2023-05-26_1904-5,Łódź Fabryczna,1904 Prząśniczka
IC,2023-05-26,2023-05-26_1906-7,Łódź Fabryczna,1906 Rubinstein
IC,2023-05-26,2023-05-26_1909-8,Łódź Fabryczna,1908 Jagna
IC,2023-05-26,2023-05-26_1910-1,Łódź Fabryczna,1910 Tuwim
IC,2023-05-26,2023-05-26_19100-1,Łódź Kaliska,19100 Łodzianin
IC,2023-05-26,2023-05-26_1913-2_0,Łódź Widzew,1912 Soplica
ZKA IC,2023-05-26,2023-05-26_1913-2_1,Łódź Widzew,1912 Soplica
IC,2023-05-26,2023-05-26_19130-1,Łódź Fabryczna,19130 Zosia
IC,2023-05-26,2023-05-26_19132-3,Łódź Fabryczna,19132 Korczak
ZKA IC,2023-05-26,2023-05-26_1914-5,Tomaszów Mazowiecki,ZKA 807 Witkacy
ZKA IC,2023-05-26,2023-05-26_1916-7,Piotrków Trybunalski,ZKA 810 Kazimierz
ZKA IC,2023-05-26,2023-05-26_1918-9,Tomaszów Mazowiecki,ZKA 813 Barbakan
IC,2023-05-26,2023-05-26_20100-1,Stalowa Wola Rozwadów,20100 Hetman
IC,2023-05-26,2023-05-26_2100-1,Łódź Fabryczna,2100 Czartoryski
IC,2023-05-26,2023-05-26_21010-1,Warszawa Wschodnia,21010 Kiev Express
IC,2023-05-26,2023-05-26_21100-1,Warszawa Wschodnia,21100 Chełmianin
TLK,2023-05-26,2023-05-26_21110-1,Warszawa Gdańska,21110 Nida
TLK,2023-05-26,2023-05-26_21121-0,Warszawa Wschodnia,21120 Inka
TLK,2023-05-26,2023-05-26_21123-2,Warszawa Wschodnia,21122 Czechowicz
IC,2023-05-26,2023-05-26_22001,Chełm,23
IC,2023-05-26,2023-05-26_22002,Jagodin,24
IC,2023-05-26,2023-05-26_22004,Jagodin,22004
IC,2023-05-26,2023-05-26_22007,Chełm,22007
IC,2023-05-26,2023-05-26_22101-0,Hrubieszów Miasto,22100 Hetman
ZKA TLK,2023-05-26,2023-05-26_22105,Opoczno Południe,ZKA 816 Małopolska
ZKA TLK,2023-05-26,2023-05-26_22106,Tomaszów Mazowiecki,ZKA 817 Małopolska
ZKA TLK,2023-05-26,2023-05-26_22109,Opoczno Południe,ZKA 814 Małopolska
ZKA TLK,2023-05-26,2023-05-26_22110,Tomaszów Mazowiecki,ZKA 815 Małopolska
IC,2023-05-26,2023-05-26_23100-1,Kraków Główny,23100 Jagiełło
TLK,2023-05-26,2023-05-26_24001-0,Bohumin,310 Roztocze
IC,2023-05-26,2023-05-26_24100-1,Katowice,24100 Sztygar
IC,2023-05-26,2023-05-26_24103,Katowice,24103 Morcinek
IC,2023-05-26,2023-05-26_25100-1,Bydgoszcz Główna,25100 Kujawiak
IC,2023-05-26,2023-05-26_26100-1,Wrocław Główny,26100 Bolko
IC,2023-05-26,2023-05-26_26102-3,Wrocław Główny,26102 Morcinek
IC,2023-05-26,2023-05-26_2620-1,Wrocław Główny,2620 Konopnicka
IC,2023-05-26,2023-05-26_2622-3,Wrocław Główny,2622 Baczyński
IC,2023-05-26,2023-05-26_2701-0,Zielona Góra Główna,2700 Hetman
IC,2023-05-26,2023-05-26_27100-1,Zielona Góra Główna,27100 Lubuszanin
TLK,2023-05-26,2023-05-26_28100-1,Szczecin Główny,28100 Staszic
TLK,2023-05-26,2023-05-26_28102-3,Świnoujście,28102 Wyczółkowski
IC,2023-05-26,2023-05-26_28104-5,Kołobrzeg,28104 Zamoyski
ZKA TLK,2023-05-26,2023-05-26_30101,Jasło,ZKA 818 Bieszczady
ZKA TLK,2023-05-26,2023-05-26_30103,Jasło,ZKA 819 Wetlina
TLK,2023-05-26,2023-05-26_30110-1,Zagórz,30110 Wetlina
TLK,2023-05-26,2023-05-26_30112-3,Zagórz,30112 Bieszczady
ZKA TLK,2023-05-26,2023-05-26_30122,Tarnów,ZKA 822 Bieszczady
IC,2023-05-26,2023-05-26_31000-1,Maćkowo,144 Hańcza
EIP,2023-05-26,2023-05-26_3102-3,Warszawa Wschodnia,3102
EIP,2023-05-26,2023-05-26_3106-7,Warszawa Wschodnia,3106
EIP,2023-05-26,2023-05-26_3108-9,Warszawa Gdańska,3108
IC,2023-05-26,2023-05-26_31100-1,Warszawa Gdańska,31100 Malinowski
IC,2023-05-26,2023-05-26_31102-3,Warszawa Gdańska,31102 Marszałek Piłsudski
IC,2023-05-26,2023-05-26_31104-5,Warszawa Wschodnia,31104 Witos
IC,2023-05-26,2023-05-26_31106-7,Warszawa Wschodnia,31106 San
IC,2023-05-26,2023-05-26_31108-9,Łódź Fabryczna,31108 Reymont
IC,2023-05-26,2023-05-26_31110-1,Warszawa Wschodnia,31110 Kinga
ZKA IC,2023-05-26,2023-05-26_31112-3_0,Warszawa Wschodnia,31112 Karłowicz
IC,2023-05-26,2023-05-26_31112-3_1,Warszawa Wschodnia,31112 Karłowicz
EIP,2023-05-26,2023-05-26_3112-3,Warszawa Gdańska,3112
IC,2023-05-26,2023-05-26_3128-9,Warszawa Wschodnia,3128 Łokietek
IC,2023-05-26,2023-05-26_32100-1,Lublin Główny,32100 Jagiełło
TLK,2023-05-26,2023-05-26_33001,Mostiska 2,32
TLK,2023-05-26,2023-05-26_33002,Przemyśl Główny,31
TLK,2023-05-26,2023-05-26_33007,Mostiska 2,33007
TLK,2023-05-26,2023-05-26_33008,Przemyśl Główny,33008
IC,2023-05-26,2023-05-26_33010,Przemyśl Główny,705
IC,2023-05-26,2023-05-26_33013,Mostiska 2,716
IC,2023-05-26,2023-05-26_33014,Przemyśl Główny,715
IC,2023-05-26,2023-05-26_33017,Mostiska 2,706
TLK,2023-05-26,2023-05-26_33025,Mostiska 2,36
TLK,2023-05-26,2023-05-26_33026,Przemyśl Główny,35
TLK,2023-05-26,2023-05-26_33110-1,Kraków Główny,33110 Wetlina
TLK,2023-05-26,2023-05-26_33112-3,Kraków Główny,33112 Bieszczady
ZKA TLK,2023-05-26,2023-05-26_33160,Tarnów,ZKA 821 Wetlina
IC,2023-05-26,2023-05-26_34000-1,Bohumin,114 Cracovia
IC,2023-05-26,2023-05-26_34002-3,Bohumin,105 Porta Moravica
TLK,2023-05-26,2023-05-26_34004-5,Bohumin,212 Galicja
EIP,2023-05-26,2023-05-26_3500-1,Gdynia Główna,3500
EIP,2023-05-26,2023-05-26_3502-3,Gdynia Główna,3502
EIP,2023-05-26,2023-05-26_3504-5,Gdynia Główna,3504
EIP,2023-05-26,2023-05-26_3506-7,Gdynia Główna,3506
EIP,2023-05-26,2023-05-26_3508-9,Gdynia Główna,3508
EIP,2023-05-26,2023-05-26_3510-1,Gdynia Główna,3510
ZKA TLK,2023-05-26,2023-05-26_35104-5_0,Gdynia Główna,35104 Małopolska
TLK,2023-05-26,2023-05-26_35104-5_1,Gdynia Główna,35104 Małopolska
IC,2023-05-26,2023-05-26_3512-3,Gdynia Główna,3512 Piast
IC,2023-05-26,2023-05-26_3514-5,Gdynia Główna,3514 Artus
ZKA TLK,2023-05-26,2023-05-26_35170-1_0,Gdynia Główna,35170 Karpaty
TLK,2023-05-26,2023-05-26_35170-1_1,Gdynia Główna,35170 Karpaty
TLK,2023-05-26,2023-05-26_35172-3,Gdynia Główna,35173 Rozewie
IC,2023-05-26,2023-05-26_3520-1,Olsztyn Główny,3520 Żeromski
IC,2023-05-26,2023-05-26_3522-3,Olsztyn Główny,3522 Sienkiewicz
IC,2023-05-26,2023-05-26_3524-5,Olsztyn Główny,3524 Kolberg
IC,2023-05-26,2023-05-26_3526-7,Olsztyn Główny,3526 Orłowicz
IC,2023-05-26,2023-05-26_3532-3,Bydgoszcz Główna,3532 Kochanowski
IC,2023-05-26,2023-05-26_3534-5,Bydgoszcz Główna,3534 Kazimierz
ZKA IC,2023-05-26,2023-05-26_3560-1_0,Gdynia Główna,3560 Witkacy
IC,2023-05-26,2023-05-26_3560-1_1,Gdynia Główna,3560 Witkacy
IC,2023-05-26,2023-05-26_3600-1,Wrocław Główny,3600 Wyspiański
IC,2023-05-26,2023-05-26_3604-5,Wrocław Główny,3604 Grottger
IC,2023-05-26,2023-05-26_36100-1,Wrocław Główny,36100 Boznańska
TLK,2023-05-26,2023-05-26_36102-3,Jelenia Góra,36102 Sudety
IC,2023-05-26,2023-05-26_36104-5,Wrocław Główny,36104 Siemiradzki
IC,2023-05-26,2023-05-26_3700-1,Poznań Główny,3700 Ślązak
IC,2023-05-26,2023-05-26_37000-1,Frankfurt (Oder),56 Wawel
TLK,2023-05-26,2023-05-26_37100-1,Poznań Główny,37100 Pułaski
IC,2023-05-26,2023-05-26_37102-3,Poznań Główny,37102 Wybicki
IC,2023-05-26,2023-05-26_37104-5,Zielona Góra Główna,37104 Mehoffer
IC,2023-05-26,2023-05-26_3720-1,Poznań Główny,3720 Cegielski
IC,2023-05-26,2023-05-26_3722-3,Poznań Główny,3722 Barbakan
EIP,2023-05-26,2023-05-26_3800-1,Kołobrzeg,3800
IC,2023-05-26,2023-05-26_3804-5,Szczecin Główny,3804 Matejko
IC,2023-05-26,2023-05-26_3806-7,Kołobrzeg,3806 Malczewski
IC,2023-05-26,2023-05-26_38100-1,Szczecin Główny,38100 Górski
IC,2023-05-26,2023-05-26_38102-3,Szczecin Główny,38102 Osterwa
IC,2023-05-26,2023-05-26_38104-5,Świnoujście,38104 Chełmoński
IC,2023-05-26,2023-05-26_38106-7,Piła Główna,38106 Zefir
TLK,2023-05-26,2023-05-26_38152-3,Kołobrzeg,38152 Lubomirski
TLK,2023-05-26,2023-05-26_38170-1,Kołobrzeg,38171 Ustronie
IC,2023-05-26,2023-05-26_38172-3,Świnoujście,38172 Przemyślanin
IC,2023-05-26,2023-05-26_40001,Bohumin,101 Moravia
IC,2023-05-26,2023-05-26_41000-1,Warszawa Gdańska,117 Silesia
IC,2023-05-26,2023-05-26_41002-3,Warszawa Wschodnia,102 Polonia
IC,2023-05-26,2023-05-26_41004-5,Terespol,130 Batory
IC,2023-05-26,2023-05-26_41006-7,Warszawa Wschodnia,113 Silesia
IC,2023-05-26,2023-05-26_41008-9,Warszawa Gdańska,111 Silesia
IC,2023-05-26,2023-05-26_41010-1,Warszawa Wschodnia,406 Chopin
EIC,2023-05-26,2023-05-26_4110-1,Warszawa Wschodnia,4110 Ondraszek
TLK,2023-05-26,2023-05-26_41100-1,Płock,41100 Chemik
IC,2023-05-26,2023-05-26_4120-1,Warszawa Wschodnia,4120 Daszyński
IC,2023-05-26,2023-05-26_4122-3,Białystok,4122 Pilecki
TLK,2023-05-26,2023-05-26_42000-1,Lublin Główny,311 Roztocze
IC,2023-05-26,2023-05-26_42100-1,Lublin Główny,42100 Sztygar
IC,2023-05-26,2023-05-26_42102,Kielce,42102 Morcinek
IC,2023-05-26,2023-05-26_43000-1,Przemyśl Główny,115 Cracovia
IC,2023-05-26,2023-05-26_43002-3,Przemyśl Główny,104 Porta Moravica
TLK,2023-05-26,2023-05-26_43004-5,Kraków Główny,213 Galicja
IC,2023-05-26,2023-05-26_44000,Katowice,100 Moravia
EIP,2023-05-26,2023-05-26_4500-1,Gdynia Główna,4500
IC,2023-05-26,2023-05-26_45000-1,Gdynia Główna,106 Sobieski
EIP,2023-05-26,2023-05-26_4502-3,Gdynia Główna,4502
EIP,2023-05-26,2023-05-26_4504-5,Gdynia Główna,4504
EIP,2023-05-26,2023-05-26_4506-7,Gdynia Główna,4506
EIP,2023-05-26,2023-05-26_4508-9,Gdynia Główna,4508
TLK,2023-05-26,2023-05-26_45100-1,Gdynia Główna,45100 Doker
TLK,2023-05-26,2023-05-26_45102-3,Gdynia Główna,45102 Flisak
IC,2023-05-26,2023-05-26_45150-1,Bydgoszcz Główna,45150 Halny
IC,2023-05-26,2023-05-26_4520-1,Gdynia Główna,4520 Hutnik
IC,2023-05-26,2023-05-26_4522-3,Olsztyn Główny,4522 Skarbek
IC,2023-05-26,2023-05-26_4524-5,Olsztyn Główny,4524 Kormoran
IC,2023-05-26,2023-05-26_47010-1,Frankfurt (Oder),60456 Nightjet
TLK,2023-05-26,2023-05-26_47101,Poznań Główny,47100 Spodek
IC,2023-05-26,2023-05-26_48101-0,Słupsk,48100 Gwarek
IC,2023-05-26,2023-05-26_48102-3,Ustka,48102 Szyndzielnia
EIP,2023-05-26,2023-05-26_5100-1,Warszawa Centralna,5100
EIP,2023-05-26,2023-05-26_5102-3,Warszawa Centralna,5102
EIP,2023-05-26,2023-05-26_5104-5,Warszawa Centralna,5104
IC,2023-05-26,2023-05-26_5110-1,Warszawa Wschodnia,5110 Słowiniec
TLK,2023-05-26,2023-05-26_51102-3,Warszawa Wschodnia,51102 Biebrza
IC,2023-05-26,2023-05-26_5112-3,Warszawa Zachodnia,5112 Wybrzeże
IC,2023-05-26,2023-05-26_5122-3,Łódź Fabryczna,5122 Mazury
IC,2023-05-26,2023-05-26_5124-5,Warszawa Wschodnia,5124 Kopernik
IC,2023-05-26,2023-05-26_5126-7,Warszawa Centralna,5126 Moniuszko
IC,2023-05-26,2023-05-26_5128-9,Warszawa Gdańska,5128 Rejewski
IC,2023-05-26,2023-05-26_5130-1,Warszawa Centralna,5130 Brda
IC,2023-05-26,2023-05-26_5132-3,Łódź Fabryczna,5132 Kociewie
IC,2023-05-26,2023-05-26_52100-1,Chełm,52100 Kujawiak
EIP,2023-05-26,2023-05-26_5300-1,Kraków Główny,5300
